template_id,source,category,category_name,variable_name,dataset,key_template,filters_json_template,scope,unit_measure_filter,frequency,start_period,transformationcode
MMR_001,ecb,8,EA_Financial,EURIBOR 1-month (hist. close avg.),FM,M.U2.EUR.RT.MM.EURIBOR1MD_.HSTA,,ea,,M,2003-01,2
MMR_002,ecb,8,EA_Financial,EURIBOR 3-month (hist. close avg.),FM,M.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,,ea,,M,2003-01,2
MMR_003,ecb,8,EA_Financial,EURIBOR 6-month (hist. close avg.),FM,M.U2.EUR.RT.MM.EURIBOR6MD_.HSTA,,ea,,M,2003-01,2
MMR_004,ecb,8,EA_Financial,EURIBOR 1-year (hist. close avg.),FM,M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,,ea,,M,2003-01,2
MMR_005,ecb,8,EA_Financial,Real EURIBOR 3-month (hist. close avg.),FM,M.U2.EUR.4F.MM.R_EURIBOR3MD_.HSTA,,ea,,M,2003-01,2
MMR_006,ecb,8,EA_Financial,EONIA (hist. close avg.; discontinued 2021-12),FM,M.U2.EUR.4F.MM.EONIA.HSTA,,ea,,M,2003-01,2
EQI_001,ecb,8,EA_Financial,DJ Euro Stoxx 50,FM,M.U2.EUR.DS.EI.DJES50I.HSTA,,ea,,M,2003-01,5
EQI_002,ecb,8,EA_Financial,DJ Euro Stoxx Price Index,FM,M.U2.EUR.DS.EI.DJEURST.HSTA,,ea,,M,2003-01,5
EQI_003,ecb,8,EA_Financial,DJ Euro Stoxx Basic Materials,FM,M.U2.EUR.DS.EI.S1ESBME.HSTA,,ea,,M,2003-01,5
EQI_004,ecb,8,EA_Financial,DJ Euro Stoxx Consumer Services,FM,M.U2.EUR.DS.EI.S1ESCSE.HSTA,,ea,,M,2003-01,5
EQI_005,ecb,8,EA_Financial,DJ Euro Stoxx Financials,FM,M.U2.EUR.DS.EI.S1ESFNE.HSTA,,ea,,M,2003-01,5
EQI_006,ecb,8,EA_Financial,DJ Euro Stoxx Technology,FM,M.U2.EUR.DS.EI.S1ESG1E.HSTA,,ea,,M,2003-01,5
EQI_007,ecb,8,EA_Financial,DJ Euro Stoxx Healthcare,FM,M.U2.EUR.DS.EI.S1ESH1E.HSTA,,ea,,M,2003-01,5
EQI_008,ecb,8,EA_Financial,DJ Euro Stoxx Industrials,FM,M.U2.EUR.DS.EI.S1ESIDE.HSTA,,ea,,M,2003-01,5
EQI_009,ecb,8,EA_Financial,DJ Euro Stoxx Telecommunications,FM,M.U2.EUR.DS.EI.S1EST1E.HSTA,,ea,,M,2003-01,5
EQI_010,ecb,8,EA_Financial,DJ Euro Stoxx Utilities,FM,M.U2.EUR.DS.EI.S1ESU1E.HSTA,,ea,,M,2003-01,5
FIN_LOAN_001,ecb,7,Financial,MFI Loans – To domestic MFIs (S.12),BSI,M.{COUNTRY_ISO2}.N.A.A20.A.1.U6.1000.Z01.E,,country,,M,2003-01,5
FIN_LOAN_002,ecb,7,Financial,MFI Loans – To households & NPISHs (S.14+S.15),BSI,M.{COUNTRY_ISO2}.N.A.A20.A.1.U6.2250.Z01.E,,country,,M,2003-01,5
FIN_LOAN_003,ecb,7,Financial,MFI Loans – To non-financial corporations (S.11),BSI,M.{COUNTRY_ISO2}.N.A.A20.A.1.U6.2240.Z01.E,,country,,M,2003-01,5
FIN_DEP_001,ecb,7,Financial,MFI Deposit liabilities – From domestic MFIs (S.12),BSI,M.{COUNTRY_ISO2}.N.A.L20.A.1.U6.1000.Z01.E,,country,,M,2003-01,5
FIN_DEP_002,ecb,7,Financial,MFI Deposit liabilities – From NFCs (S.11),BSI,M.{COUNTRY_ISO2}.N.A.L20.A.1.U6.2240.Z01.E,,country,,M,2003-01,5
FIN_DEP_003,ecb,7,Financial,MFI Deposit liabilities – From households (S.14+S.15),BSI,M.{COUNTRY_ISO2}.N.A.L20.A.1.U6.2250.Z01.E,,country,,M,2003-01,5
FIN_DSH_001,ecb,7,Financial,MFI Debt securities held – Non-MFIs excl. general government,BSI,M.{COUNTRY_ISO2}.N.A.A30.A.1.U6.2200.Z01.E,,country,,M,2003-01,2
FIN_DSH_002,ecb,7,Financial,MFI Debt securities held – MFIs (S.12),BSI,M.{COUNTRY_ISO2}.N.A.A30.A.1.U6.1000.Z01.E,,country,,M,2003-01,2
FIN_DSH_003,ecb,7,Financial,MFI Debt securities held – General government (S.13),BSI,M.{COUNTRY_ISO2}.N.A.A30.A.1.U6.2100.Z01.E,,country,,M,2003-01,2
MON_001,ecb,8,EA_Financial,M1 – Index of Notional Stocks (SA+WDA),BSI,M.U2.Y.V.M10.X.I.U2.2300.Z01.E,,ea,,M,2003-01,5
MON_002,ecb,8,EA_Financial,M3 – Index of Notional Stocks (SA+WDA),BSI,M.U2.Y.V.M30.X.I.U2.2300.Z01.E,,ea,,M,2003-01,5
MON_003,ecb,8,EA_Financial,Currency in circulation – Index of Notional Stocks (SA+WDA),BSI,M.U2.Y.V.L10.X.I.U2.2300.Z01.E,,ea,,M,2003-01,5
FIN_MIR_LEN_001,ecb,7,Financial,"MIR – Lending for house purchase, total maturity (new business)",MIR,M.{COUNTRY_ISO2}.B.A2C.A.R.A.2250.EUR.N,,country,,M,2003-01,2
FIN_MIR_LEN_002,ecb,7,Financial,"MIR – Other lending, households excl. revolving (new business)",MIR,M.{COUNTRY_ISO2}.B.A2D.A.R.A.2250.EUR.N,,country,,M,2003-01,2
FIN_MIR_LEN_003,ecb,7,Financial,"MIR – Cost-of-borrowing loans, up to 1 year, NFC+HH (new business)",MIR,M.{COUNTRY_ISO2}.B.A2J.FM.R.A.2230.EUR.N,,country,,M,2003-01,2
FIN_MIR_LEN_004,ecb,7,Financial,"MIR – Cost-of-borrowing loans, over 1 year, NFC+HH (new business)",MIR,M.{COUNTRY_ISO2}.B.A2J.KM.R.A.2230.EUR.N,,country,,M,2003-01,2
FIN_MIR_DEP_001,ecb,7,Financial,"MIR – Deposit rate, total new business (S.11+S.14+S.15)",MIR,M.{COUNTRY_ISO2}.B.L22.A.R.A.2230.EUR.N,,country,,M,2003-01,2
FIN_MIR_DEP_002,ecb,7,Financial,"MIR – Deposit rate, up to 1 year (new business)",MIR,M.{COUNTRY_ISO2}.B.L22.F.R.A.2230.EUR.N,,country,,M,2003-01,2
FIN_MIR_DEP_003,ecb,7,Financial,"MIR – Deposit rate, over 1Y up to 2Y (new business)",MIR,M.{COUNTRY_ISO2}.B.L22.G.R.A.2230.EUR.N,,country,,M,2003-01,2
FIN_MIR_DEP_004,ecb,7,Financial,"MIR – Deposit rate, over 2 years (new business)",MIR,M.{COUNTRY_ISO2}.B.L22.H.R.A.2230.EUR.N,,country,,M,2003-01,2
FIN_MIR_DEP_005,ecb,7,Financial,"MIR – Deposit rate, over 1 year (cost-of-borrowing, new business)",MIR,M.{COUNTRY_ISO2}.B.L22.K.R.A.2230.EUR.N,,country,,M,2003-01,2
FIN_MIR_DEP_006,ecb,7,Financial,"MIR – Deposit rate, up to 2 years aggregate (new business)",MIR,M.{COUNTRY_ISO2}.B.L22.L.R.A.2230.EUR.N,,country,,M,2003-01,2
ACT_CARS_001,ecb,4,Activity_indicators,"Car registrations – New passenger cars (SA+WDA, absolute; 2003–2022)",STS,M.{COUNTRY_ISO2}.Y.CREG.PC0000.3.ABS,,country,,M,2003-01,5
ACT_CARS_002,ecb,4,Activity_indicators,"Car registrations – New commercial vehicles (SA+WDA, absolute; 2003–2022)",STS,M.{COUNTRY_ISO2}.Y.CREG.CV0000.3.ABS,,country,,M,2003-01,5
ACT_CARS_003,ecb,4,Activity_indicators,"Car registrations – New heavy commercial vehicles (SA+WDA, absolute; 2003–2022)",STS,M.{COUNTRY_ISO2}.Y.CREG.CVH000.3.ABS,,country,,M,2003-01,5
ACT_CARS_004,ecb,4,Activity_indicators,"Car registrations – New light commercial vehicles (SA+WDA, absolute; 2003–2022)",STS,M.{COUNTRY_ISO2}.Y.CREG.CVL000.3.ABS,,country,,M,2003-01,5
OECD_SENT_001,oecd,6,Sentiment,BTS Construction confidence indicator,"OECD.SDD.STES,DSD_STES@DF_BTS,4.0",{COUNTRY_OECD}.M.BCICP.PB.F.Y._Z._Z.N,,country,,M,2003-01,1
OECD_SENT_002,oecd,6,Sentiment,BTS Retail trade confidence indicator,"OECD.SDD.STES,DSD_STES@DF_BTS,4.0",{COUNTRY_OECD}.M.BCICP.PB.G47.Y._Z._Z.N,,country,,M,2003-01,1
OECD_SENT_003,oecd,6,Sentiment,BTS Manufacturing confidence indicator,"OECD.SDD.STES,DSD_STES@DF_BTS,4.0",{COUNTRY_OECD}.M.BCICP.PB.C.Y._Z._Z.N,,country,,M,2003-01,1
OECD_SENT_004,oecd,6,Sentiment,BTS Services confidence indicator,"OECD.SDD.STES,DSD_STES@DF_BTS,4.0",{COUNTRY_OECD}.M.BCICP.PB.GTU.Y._Z._Z.N,,country,,M,2003-01,1
OECD_SENT_005,oecd,6,Sentiment,Consumer confidence indicator,"OECD.SDD.STES,DSD_STES@DF_CS,4.0",{COUNTRY_OECD}.M.CCICP.PB._Z.Y._Z._Z.N,,country,,M,2003-01,1
OECD_SENT_006,oecd,6,Sentiment,CLI component: CS confidence indicator (normalised),"OECD.SDD.STES,DSD_STES@DF_CLI,4.1",{COUNTRY_OECD}.M.LOCOCI.IX._Z.NOR.IX._Z.H,,country,,M,2003-01,1
OECD_FIN_001,oecd,7,Financial,Long-term interest rate,"OECD.SDD.STES,DSD_STES@DF_FINMARK,4.0",{COUNTRY_OECD}.M.IRLT.PA._Z._Z._Z._Z.N,,country,,M,2003-01,2
OECD_FIN_002,oecd,7,Financial,"Share prices (all shares/broad, index 2015=100)","OECD.SDD.STES,DSD_STES@DF_FINMARK,4.0",{COUNTRY_OECD}.M.SHARE.IX._Z._Z._Z._Z.N,,country,,M,2003-01,5
NEER_001,bis,7,Financial,Nominal Effective Exchange Rate – broad (index 2020=100),WS_EER,M.N.B.{COUNTRY_ISO2},,country,,M,2003-01,5
